URL,Name
https://fr.wikipedia.org/?curid=10154,Nadine Morano
https://fr.wikipedia.org/?curid=5479926,Femmes ministres en France
https://fr.wikipedia.org/?curid=227303,Claire Bret\u00e9cher
https://fr.wikipedia.org/?curid=9970440,Liste des femmes pilotes aux 24 Heures du Mans
https://fr.wikipedia.org/?curid=4153753,Elinor Ostrom
https://fr.wikipedia.org/?curid=55172,Agatha Christie
https://fr.wikipedia.org/?curid=1424248,Alice Roy
https://fr.wikipedia.org/?curid=81322,Emmy Noether
https://fr.wikipedia.org/?curid=4562177,Martine Aubry
https://fr.wikipedia.org/?curid=640,Christiane Taubira
https://fr.wikipedia.org/?curid=235945,Anne Hidalgo
https://fr.wikipedia.org/?curid=12433763,Liste des conjoints des souverains de Sicile
https://fr.wikipedia.org/?curid=12644971,Liste des premières femmes par fonction ou titre
https://fr.wikipedia.org/?curid=55551,George Sand
https://fr.wikipedia.org/?curid=3747477,\u00c9lisabeth II
https://fr.wikipedia.org/?curid=40408,Victoria (reine)
https://fr.wikipedia.org/?curid=5265023,Liste des comtesses de Flandre
https://fr.wikipedia.org/?curid=1223325,Liste des \u00e9pouses et compagnes des pr\u00e9sidents de la R\u00e9publique fran\u00e7aise
https://fr.wikipedia.org/?curid=71863,Liste des reines et imp\u00e9ratrices de France
https://fr.wikipedia.org/?curid=648459,Liste des \u00e9pouses des rois et pr\u00e9tendants au tr\u00f4ne de Gr\u00e8ce
https://fr.wikipedia.org/?curid=4171207,Liste des \u00e9pouses des rois et ducs de Bretagne
https://fr.wikipedia.org/?curid=12783280,Liste des reines de Navarre
https://fr.wikipedia.org/?curid=15461916,Liste des dames et princesses de Joinville
https://fr.wikipedia.org/?curid=3036056,Liste des conjoints des souverains de Su\u00e8de
https://fr.wikipedia.org/?curid=3034109,Liste des reines de Norv\u00e8ge
https://fr.wikipedia.org/?curid=11243429,Liste des \u00e9pouses des princes de Gr\u00e8ce et de Danemark
https://fr.wikipedia.org/?curid=12950006,Liste des dames et duchesses de Bourbon
https://fr.wikipedia.org/?curid=8088781,Liste des Premi\u00e8res dames des \u00c9tats-Unis
https://fr.wikipedia.org/?curid=15002517,Liste des princesses de Lorraine
https://fr.wikipedia.org/?curid=6540166,Liste des \u00e9pouses des souverains de Bavi\u00e8re
https://fr.wikipedia.org/?curid=2691667,Liste des m\u00e9daill\u00e9s olympiques en biathlon
https://fr.wikipedia.org/?curid=7762065,Liste des imp\u00e9ratrices du Saint-Empire
https://fr.wikipedia.org/?curid=4248039,Liste des dauphines de France
https://fr.wikipedia.org/?curid=4364133,Liste des conjoints des souverains d'Autriche
https://fr.wikipedia.org/?curid=3935375,Liste des conjoints des souverains anglais
https://fr.wikipedia.org/?curid=6957904,Liste des princesses de Cond\u00e9
https://fr.wikipedia.org/?curid=7524996,Liste des conjoints des souverains de Naples
https://fr.wikipedia.org/?curid=6549577,Liste des conjoints des souverains de Luxembourg
https://fr.wikipedia.org/?curid=7014036,Liste des duchesses de Bourgogne
https://fr.wikipedia.org/?curid=12810759,Liste des comtesses et reines de Castille
https://fr.wikipedia.org/?curid=12444871,Liste des conjoints des souverains d'Aragon
https://fr.wikipedia.org/?curid=11500274,Liste des grandes-duchesses et des princesses de Russie
https://fr.wikipedia.org/?curid=8051660,Liste des \u00e9pouses des souverains de Pologne
https://fr.wikipedia.org/?curid=5214852,Liste des conjoints des souverains de Boh\u00eame
https://fr.wikipedia.org/?curid=3952472,Liste des conjoints des souverains espagnols
https://fr.wikipedia.org/?curid=12748865,Liste des duchesses de Lorraine
https://fr.wikipedia.org/?curid=543182,Louise Dupin
