file_name,column_type
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_35_v4.json,datetime
instance_35_v4.json,UNKNOWN
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
